1.207437641,259.864,0.563083900,0.787402
2.014331065,307.946,0.429569160,0.787402
2.647074829,258.39,0.545668934,0.787402
3.436553287,347.246,0.423764172,0.787402
4.104104308,303.327,0.452789115,0.787402
4.847165532,262.692,0.505034013,0.787402
5.537959183,307.963,0.435374149,0.787402
6.234535147,260.103,0.377324263,0.787402
6.971768707,261.905,0.441179138,0.787402
7.639365079,309.927,0.359909297,0.787402
8.411428571,307.379,0.325079365,0.787402
9.015124716,276.893,0.388934240,0.787402
9.647891156,256.282,0.208979591,0.787402
10.071655328,236.29,0.214784580,0.787402
10.501224489,307.441,0.156734693,0.787402
10.924965986,272.415,0.835918367,0.787402
12.393650793,237.782,0.458594104,0.787402
13.084444444,277.28,0.644353741,0.787402
13.937777777,258.398,0.319274376,0.787402
14.524081632,234.987,0.388934240,0.787402
15.162630385,275.547,0.452789115,0.787402
15.923061224,392.187,0.429569160,0.787402
16.584852607,411.041,0.371519274,0.787402
17.240816326,390.576,0.510839002,0.787402
18.134784580,308.756,0.359909297,0.787402
18.819773242,387.432,0.568888888,0.787402
19.615056689,344.215,0.365714285,0.787402
20.201337868,308.075,0.435374149,0.787402
20.839886621,275.865,0.435374149,0.787402
21.501678004,260.59,0.638548752,0.787402
