5.955918367,180.056,0.609523809,0.787402
6.588662131,212.842,0.522448979,0.787402
7.116916099,179.283,0.528253968,0.787402
7.796077097,249.76,0.464399092,0.787402
8.266303854,216.835,0.551473922,0.787402
8.968707482,182.287,0.557278911,0.787402
9.531768707,219.232,0.510839002,0.787402
10.048412698,184.274,0.388934240,0.787402
10.814693877,182.026,0.481814058,0.787402
11.302290249,220.023,0.406349206,0.787402
11.888594104,216.717,0.487619047,0.787402
12.382040816,197.153,0.545668934,0.787402
12.382040816,197.153,0.545668934,0.787402
13.003151927,164.861,0.232199546,0.787402
13.241156462,217.139,0.301859410,0.787402
13.682358276,196.645,0.969433106,0.787402
15.429659863,156.32,0.388934240,0.787402
16.033378684,198.775,0.766258503,0.787402
16.805442176,185.879,0.423764172,0.787402
17.293061224,160.754,0.423764172,0.787402
17.827120181,204.938,0.516643990,0.787402
18.541133786,273.68,0.626938775,0.787402
19.173854875,290.233,0.458594104,0.787402
19.638276643,271.494,0.371519274,0.787402
20.503219954,218.338,0.470204081,0.787402
20.979229024,273.447,0.795283446,0.787402
21.780294784,237.052,0.342494331,0.787402
22.175056689,216.79,0.522448979,0.787402
22.703310657,196.562,0.464399092,0.787402
23.318639455,186.094,1.236462585,0.787402
