5.944285714,131.181,0.429569160,0.787402
6.710566893,219.82,0.476009070,0.787402
7.192380952,170.49,0.911383219,0.787402
8.109569160,142.361,0.301859410,0.787402
8.492698412,127.509,0.476009070,0.787402
8.974512471,143.27,0.446984126,0.787402
9.642086167,108.666,0.499229024,0.787402
10.228390022,129.568,0.441179138,0.787402
10.855306122,114.891,1.613786848,0.787402
13.177301587,128.088,0.446984126,0.787402
13.926167800,233.768,0.452789115,0.787402
14.558911564,193.66,0.667573696,0.787402
15.319365079,169.967,0.191564625,0.787402
15.685056689,158.543,0.452789115,0.787402
16.224943310,140.326,0.383129251,0.787402
16.909931972,125.97,0.400544217,0.787402
17.478820861,215.803,2.083990929,0.787402
20.398730158,126.748,0.371519274,0.787402
21.048888888,213.355,0.481814058,0.787402
21.693242630,169.854,0.632743764,0.787402
22.407256235,142.168,0.325079365,0.787402
22.738140589,127.299,0.574693877,0.787402
23.318639455,142.54,0.545668934,0.787402
23.870113378,105.167,0.522448979,0.787402
24.595736961,126.324,0.435374149,0.787402
25.216848072,112.45,1.422222222,0.787402
27.625918367,128.026,0.267029478,0.787402
28.107732426,233.157,0.510839002,0.787402
28.624399092,193.406,0.818503401,0.787402
29.535782312,166.86,0.238004535,0.787402
29.942108843,157.15,0.458594104,0.787402
30.493582766,142.441,0.470204081,0.787402
30.969614512,158.202,0.563083900,0.787402
31.730045351,171.379,1.985306122,0.787402
