4.208594104,127.273,0.417959183,0.787402
4.812335600,222.893,0.394739229,0.787402
5.392811791,175.458,0.557278911,0.787402
6.234535147,144.24,0.226394557,0.787402
6.600272108,131.358,0.470204081,0.787402
7.198163265,146.252,0.574693877,0.787402
8.022471655,102.803,0.185759637,0.787402
8.359183673,127.857,0.388934240,0.787402
8.933854875,114.873,1.317732426,0.787402
10.872721088,132.213,0.348299319,0.787402
11.441609977,228.661,0.458594104,0.787402
11.952471655,185.878,0.429569160,0.787402
12.759365079,163.076,0.214784580,0.787402
13.119274376,161.316,0.435374149,0.787402
13.693968253,143.105,0.505034013,0.787402
14.483424036,124.003,0.185759637,0.787402
14.831746031,216.791,1.300317460,0.787402
16.846077097,122.861,0.348299319,0.787402
17.397551020,214.388,0.365714285,0.787402
17.949002267,169.263,0.429569160,0.787402
18.738503401,144.096,0.185759637,0.787402
19.051950113,127.743,0.319274376,0.787402
19.586009070,145.503,0.406349206,0.787402
20.358072562,106.449,0.162539682,0.787402
20.688979591,127.788,0.377324263,0.787402
21.281088435,115.28,1.050702947,0.787402
22.860045351,127.85,0.243809523,0.787402
23.394104308,228.262,0.336689342,0.787402
23.945555555,189.609,0.505034013,0.787402
24.758276643,172.257,0.168344671,0.787402
25.100748299,162.1,0.487619047,0.787402
25.669659863,141.266,0.336689342,0.787402
26.221133786,161.894,0.296054421,0.787402
26.772607709,172.826,1.219047619,0.787402
